Path,Artifact Type,Current Purpose,Referenced By,Classification,Information To Preserve,Canonical Destination,Recommended Action,Delete Preconditions,Risk,Git State,SHA256,Bytes,Reference Scan
omni-backend/omni-auth/src/main/java/com/omni/auth/service/impl/OAuth2ClientServiceImpl.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/service/impl/OAuth2ClientServiceImpl.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,1bbc11a0af9468b645d79675cd8ff36d0d298237baf02974492a0fbaa568c6f6,12635,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/java/com/omni/auth/service/impl/OnlineUserServiceImpl.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/service/impl/OnlineUserServiceImpl.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,c81e3975bcc6ad694e401b9203c830f42613ada86fe2699a38b3c7e53719c874,6267,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/java/com/omni/auth/service/impl/OrgUnitServiceImpl.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/service/impl/OrgUnitServiceImpl.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,420f2a102f34be3a4358c8c516ca984c7f54434b7f3bd440263520551d7c4a56,7068,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/java/com/omni/auth/service/impl/PermissionServiceImpl.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/service/impl/PermissionServiceImpl.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,da28f998097d134d3723f9beda3c4fcadb8b546806b22e3fb76a331158b73c6d,4817,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/java/com/omni/auth/service/impl/PortalRoleAssignmentServiceImpl.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/service/impl/PortalRoleAssignmentServiceImpl.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,bb6efb8c4536f80ada2ff8ebb6cf98fc32c633c85f7add99b94d15b8373b36bf,11356,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/java/com/omni/auth/service/impl/RoleServiceImpl.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/service/impl/RoleServiceImpl.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,d6af5b9d0e1eb9c5dc768319b740bb868c1c54aec0e2c48d65a403ff264907ed,6202,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/java/com/omni/auth/service/impl/SocialLoginServiceImpl.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/service/impl/SocialLoginServiceImpl.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,3aa535f7e88a29a86565c47bba739704f22ecc22620c8b5290b0f6511581fd61,14145,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/java/com/omni/auth/service/impl/TenantProvisionServiceImpl.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/service/impl/TenantProvisionServiceImpl.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,8f93d0551dad292a7cdbe4620e8b0bb2edc30c9554708fcb4d2a08469c72140b,15659,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/java/com/omni/auth/service/impl/TenantServiceImpl.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/service/impl/TenantServiceImpl.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,86e132f2520df5f9df735f8e2c8c0e833ad695fce14eb98ee51accfb221f89f8,6992,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/java/com/omni/auth/service/impl/UserServiceImpl.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/service/impl/UserServiceImpl.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,ea5b416261039497eae8dbc542c7ad1951416c60b02a7408cbcd8067cdb1076b,16168,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/java/com/omni/auth/service/impl/XssConfigServiceImpl.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/service/impl/XssConfigServiceImpl.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,5627e570381126786ea65145b2a32183bdc28bf02ec20617394c1dd8550c09d3,12505,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/java/com/omni/auth/util/OAuth2StateUtils.java,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/java/com/omni/auth/util/OAuth2StateUtils.java,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,05153a34c404f4112f29052b3b4394d342b88e115f922ffb6f981cc92fa7c21e,4956,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/resources/application-dev.yml,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/resources/application-dev.yml,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,9b5b6123a1ee9202a506307cbc55ea3118dcaf7d1a8abb801517f1074da52fcc,233,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/resources/application-lite.yml,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/resources/application-lite.yml,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,ba00648a627572423f86c5ed122a747c95a68635d438fe4281422b0a8e9b67cd,881,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/resources/application.yml,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,omni-backend/omni-auth/src/main/resources/application.yml,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,f56f8e86c3e01ebdecc237956e65a1e7445d3bd1bec68c95be411975f1c1b3ab,4870,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/main/resources/db/init-data.sql,legacy-classpath-sql,旧应用schema/初始化资源；当前运行加载需核实,classpath潜在加载；不能凭显式引用零命中删除; DOCS=docs/evidence/scaffold-upgrade/migration-inventory.md:60,REFACTOR_THEN_DELETE,DDL/seed、启动兼容及migrator替代能力,database/changelog/; scripts/sql/seed/,REFACTOR_THEN_DELETE,WP-003验证classpath/构建/动态加载和migration替代；fresh/旧库upgrade/恢复PASS；AGENTS/docs同步后WP-015删除,CRITICAL,tracked-clean,c969620ea7f05a770d45f39b103fba391631de8711bad41ff364da8cbd713c34,18177,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=0; DOCS=1; SCRIPT=0; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
omni-backend/omni-auth/src/main/resources/db/migration/V1__init.sql,legacy-classpath-sql,旧应用schema/初始化资源；当前运行加载需核实,"classpath潜在加载；不能凭显式引用零命中删除; DOCS=docs/evidence/scaffold-upgrade/migration-inventory.md:61,docs/evidence/scaffold-upgrade/migration-inventory.md:63",REFACTOR_THEN_DELETE,DDL/seed、启动兼容及migrator替代能力,database/changelog/; scripts/sql/seed/,REFACTOR_THEN_DELETE,WP-003验证classpath/构建/动态加载和migration替代；fresh/旧库upgrade/恢复PASS；AGENTS/docs同步后WP-015删除,CRITICAL,tracked-clean,449f8fb7774df924e6865a0ad47bc110b4f74a2656b0c552feee90bd7fc4a540,12810,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=0; DOCS=2; SCRIPT=0; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
omni-backend/omni-auth/src/main/resources/db/migration/V2__add_xss_tables.sql,legacy-classpath-sql,旧应用schema/初始化资源；当前运行加载需核实,classpath潜在加载；不能凭显式引用零命中删除; DOCS=docs/evidence/scaffold-upgrade/migration-inventory.md:62,REFACTOR_THEN_DELETE,DDL/seed、启动兼容及migrator替代能力,database/changelog/; scripts/sql/seed/,REFACTOR_THEN_DELETE,WP-003验证classpath/构建/动态加载和migration替代；fresh/旧库upgrade/恢复PASS；AGENTS/docs同步后WP-015删除,CRITICAL,tracked-clean,4cb48fbafb5b2395fdbf0488954534316d07f4779476595c6e38801459116646,3583,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=0; DOCS=1; SCRIPT=0; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
omni-backend/omni-auth/src/test/java/com/omni/auth/catalog/ModuleCatalogLoaderTest.java,test-fixture-template,可重复测试、夹具、契约/截图数据或生成模板,测试/模板目录发现；Maven Surefire、Playwright testDir、CLI test/template loader,KEEP_ENGINEERING_ASSET,完整可重复验证能力,omni-backend/omni-auth/src/test/java/com/omni/auth/catalog/ModuleCatalogLoaderTest.java,KEEP,PROTECTED_FROM_DELETION；仅契约证据允许最小修复,CRITICAL,tracked-clean,7a49ea91ba95c4311852e5d41d89e5740a9ed9b11301ae9abc9adccc1e91b067,2592,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/test/java/com/omni/auth/catalog/ProvisioningSeedCatalogLoaderTest.java,test-fixture-template,可重复测试、夹具、契约/截图数据或生成模板,测试/模板目录发现；Maven Surefire、Playwright testDir、CLI test/template loader,KEEP_ENGINEERING_ASSET,完整可重复验证能力,omni-backend/omni-auth/src/test/java/com/omni/auth/catalog/ProvisioningSeedCatalogLoaderTest.java,KEEP,PROTECTED_FROM_DELETION；仅契约证据允许最小修复,CRITICAL,tracked-clean,9a263c5c5caa13cdf388b8158d96692f801ff86c58e46eb2c6cb9572cb3aafa9,964,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/test/java/com/omni/auth/config/MyBatisPlusConfigTest.java,test-fixture-template,可重复测试、夹具、契约/截图数据或生成模板,测试/模板目录发现；Maven Surefire、Playwright testDir、CLI test/template loader,KEEP_ENGINEERING_ASSET,完整可重复验证能力,omni-backend/omni-auth/src/test/java/com/omni/auth/config/MyBatisPlusConfigTest.java,KEEP,PROTECTED_FROM_DELETION；仅契约证据允许最小修复,CRITICAL,tracked-clean,220449ef1df1aa082452af2a72bd226fa30b1017b9e5b2e62869432c81a36038,1225,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/test/java/com/omni/auth/consumer/PortalRoleAssignConsumerTest.java,test-fixture-template,可重复测试、夹具、契约/截图数据或生成模板,测试/模板目录发现；Maven Surefire、Playwright testDir、CLI test/template loader,KEEP_ENGINEERING_ASSET,完整可重复验证能力,omni-backend/omni-auth/src/test/java/com/omni/auth/consumer/PortalRoleAssignConsumerTest.java,KEEP,PROTECTED_FROM_DELETION；仅契约证据允许最小修复,CRITICAL,tracked-clean,18aab0dac2a94d51fa67c3d1bd1d6704be9258ac69d3776958fe10fb45395d0d,2557,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/test/java/com/omni/auth/controller/MenuControllerTest.java,test-fixture-template,可重复测试、夹具、契约/截图数据或生成模板,测试/模板目录发现；Maven Surefire、Playwright testDir、CLI test/template loader,KEEP_ENGINEERING_ASSET,完整可重复验证能力,omni-backend/omni-auth/src/test/java/com/omni/auth/controller/MenuControllerTest.java,KEEP,PROTECTED_FROM_DELETION；仅契约证据允许最小修复,CRITICAL,tracked-clean,ff2416653e92808cd70d6aca519ae15f00ee204400eb918a377ebd45ee1cd42f,1696,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/test/java/com/omni/auth/e2e/E2eTokenFixture.java,test-fixture-template,可重复测试、夹具、契约/截图数据或生成模板,测试/模板目录发现；Maven Surefire、Playwright testDir、CLI test/template loader,KEEP_ENGINEERING_ASSET,完整可重复验证能力,omni-backend/omni-auth/src/test/java/com/omni/auth/e2e/E2eTokenFixture.java,KEEP,PROTECTED_FROM_DELETION；仅契约证据允许最小修复,CRITICAL,tracked-clean,2e8e235506ffb38775e540207b0271708acb555b22953ceaaa358b54d756eb33,13147,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/test/java/com/omni/auth/security/DataScopeResolveFilterTest.java,test-fixture-template,可重复测试、夹具、契约/截图数据或生成模板,测试/模板目录发现；Maven Surefire、Playwright testDir、CLI test/template loader,KEEP_ENGINEERING_ASSET,完整可重复验证能力,omni-backend/omni-auth/src/test/java/com/omni/auth/security/DataScopeResolveFilterTest.java,KEEP,PROTECTED_FROM_DELETION；仅契约证据允许最小修复,CRITICAL,tracked-clean,c473bd55afc3069d5e8a982da1f0ac0bfbe24d8bb413fc7253e542fd76799a5e,3726,KEEP asset: convention discovery; delete decisions require seven-domain refresh
omni-backend/omni-auth/src/test/java/com/omni/auth/security/GatewayPreAuthFilterTest.java,test-fixture-template,可重复测试、夹具、契约/截图数据或生成模板,测试/模板目录发现；Maven Surefire、Playwright testDir、CLI test/template loader,KEEP_ENGINEERING_ASSET,完整可重复验证能力,omni-backend/omni-auth/src/test/java/com/omni/auth/security/GatewayPreAuthFilterTest.java,KEEP,PROTECTED_FROM_DELETION；仅契约证据允许最小修复,CRITICAL,tracked-clean,ee0cb9603cae9638ddddc3a7190f42483c27be4a2fcc03df49e4cf2b326383b1,893,KEEP asset: convention discovery; delete decisions require seven-domain refresh
